"Endpoint Name","Endpoint FQDN","IP","Update Status","Last Update","Antimalware","Managed","Online"
"NetcoreUnbxd’s MacBook Pro-b0be8348ba1d","num-101.local","192.168.1.43","Unknown","18 February 2026, 16:10:22","Unknown","Yes","18 February 2026, 18:04:23"
"NetcoreUnbxd’s MacBook Pro-b0be836d617c","num-042.local","10.10.30.165","Unknown","05 March 2026, 17:01:53","Unknown","Yes","05 March 2026, 18:25:58"
"NetcoreUnbxd’s MacBook Pro-c889f3ac41f9","num-073.local","192.168.0.197","Updated","02 June 2026, 11:04:24","On","Yes","Online"
"Netcoreunbxd’s MacBook Air","num-102.local","192.168.0.4","Unknown","23 January 2026, 13:12:56","Unknown","Yes","23 January 2026, 14:00:14"
"Nikhil’s MacBook Pro M1","num-09.local","10.10.30.69","Updated","N/A","Unknown","Yes","10 December 2025, 13:42:38"
"Pierfrancesco’s MacBook Air-2cca160e3fbd","pierfrancescos-macbook-air.local","192.168.0.93","Updated","02 June 2026, 10:32:26","On","Yes","Online"
"Praveen’s MacBook Air-fce26c22ff44","num-038.local","10.96.45.204","Updated","02 June 2026, 11:08:14","On","Yes","Online"
"SECTONA-SATELLI-42010b0a0a05","sectona-satellite-vault","11.10.10.5","Updated","02 June 2026, 10:32:25","On","Yes","Online"
"Scott’s MacBook Air-f01898ae2ba6","num-097.local","192.168.1.5","Updated","02 June 2026, 11:06:58","On","Yes","Online"
"Sourav’s MacBook Air-d0880c814243","num-046.local","192.168.29.211","Unknown","17 March 2026, 13:08:28","Unknown","Yes","17 March 2026, 14:11:10"
"Srikanth Work Macbook Pro-9c3e5381fc04","num-017.local","10.10.30.93","Updated","02 June 2026, 11:05:59","On","Yes","Online"
"Systems का MacBook Air-c0956d1f5ac6","nm141.local","192.168.19.52","Updated","02 June 2026, 12:09:34","On","Yes","Online"
"Systems’s MacBook Air-685edd06a1c9","nm338.local","192.168.46.250","Updated","02 June 2026, 10:04:21","On","Yes","Online"
"Systems’s MacBook Air-685edd0e727b","nm347.local","192.168.115.5","Updated","02 June 2026, 11:02:30","On","Yes","Online"
"Systems’s MacBook Air-dc939612494e","nm361.local","192.168.1.12","Updated","02 June 2026, 11:06:12","On","Yes","Online"
"Systems’s MacBook Air-dc939612593c","nm355.local","172.16.20.180","Updated","02 June 2026, 12:06:11","On","Yes","Online"
"Systems’s MacBook Pro","num-103.local","10.10.30.56","Unknown","05 February 2026, 12:12:10","Unknown","Yes","05 February 2026, 16:32:48"
"Systems’s MacBook Pro (2)","num-022.local","10.161.152.126","Unknown","30 December 2025, 16:11:17","Unknown","Yes","30 December 2025, 17:39:36"
"Systems’s MacBook Pro-9c3e538fc9f5","num-045.local","192.168.1.54","Updated","02 June 2026, 11:39:27","On","Yes","Online"
"Systems’s MacBook Pro-a4cf99727eb9","num-027.local","10.10.30.141","Updated","02 June 2026, 11:07:29","On","Yes","Online"
"Systems’s MacBook Pro-b0be8379157b","num-103.local","10.43.220.209","Updated","02 June 2026, 10:03:34","On","Yes","Online"
"Systems’s MacBook Pro-c889f3bc69eb","num-059.local","10.10.30.167","Unknown","23 March 2026, 13:02:21","Unknown","Yes","23 March 2026, 14:24:46"
"System’s MacBook Air-a09a8e5763df","nm336.local","192.168.46.248","Updated","02 June 2026, 10:05:41","On","Yes","Online"
"Tony's-NetcoreAir-fcb2147010d0","tonys-netcoreair.local","172.16.20.150","Updated","02 June 2026, 11:09:17","On","Yes","Online"
"Unbxd’s MacBook Pro-b0be835bf368","num-063.local","10.10.30.220","Unknown","25 February 2026, 17:06:50","Unknown","Yes","05 March 2026, 15:49:51"
"Vishal’s MacBook Air-c0956d2e9801","vishals-macbook-air.local","192.168.0.161","Updated","02 June 2026, 11:39:09","On","Yes","Online"
"Vishnu’s MacBook Pro-6c7e67cdc687","num-054.local","192.168.29.194","Updated","02 June 2026, 11:03:59","On","Yes","Online"
"Vrinda MacBook Air-d0880c7ce196","vrinda-macbook-air.local","2402:3a80:4561:1160:789a:37fe:f9d1:564b","Updated","02 June 2026, 12:10:29","Unknown","Yes","02 June 2026, 12:41:29"
"WSSL-PROXY-42010b0a0a04","wssl-proxy","11.10.10.4","Updated","02 June 2026, 10:31:22","On","Yes","Online"
"Yamine’s MacBook Air-10b58858d2d0","num-032.local","10.10.30.109","Updated","02 June 2026, 12:04:17","On","Yes","Online"
"Yashoda’s MacBook Pro","num-014.local","192.168.0.100","Unknown","11 December 2025, 14:06:23","Unknown","Yes","11 December 2025, 17:09:30"
"anish’s MacBook Pro-9c3e5387e5f9","num-019.local","192.168.29.246","Updated","02 June 2026, 12:02:57","On","Yes","Online"
"apple’s MacBook Air-1cf64cb971e4","num-040.local","192.168.0.100","Updated","01 June 2026, 16:39:35","On","Yes","Online"
"aswin-macbook-3c06304db53d","num-010.local","192.168.0.171","Unknown","23 March 2026, 07:42:06","Unknown","Yes","23 March 2026, 08:05:43"
"laptop-1 (2)-38f9d3801d38","num-013.local","192.168.29.118","Updated","02 June 2026, 11:07:19","On","Yes","Online"
"localhost.localdomain-1c1b0dbde804","localhost","192.168.2.134","Updated","02 June 2026, 12:12:57","On","Yes","Online"
"netcoreunbxd’s MacBook Air-10bd3a6a70e8","num-065.local","192.168.1.9","Updated","02 June 2026, 01:11:21","Unknown","Yes","02 June 2026, 06:04:23"
"shashwatmehta-685edd947608","nm359.local","192.168.29.251","Updated","02 June 2026, 10:20:00","On","Yes","Online"
"sreejith’s MacBook Air-a09a8e7ad467","sreejiths-macbook-air.local","192.168.0.195","Updated","02 June 2026, 12:44:40","On","Yes","Online"
"systems-Latitude-3410-502f9b7b7a69","systems-latitude-3410","192.168.116.49","Unknown","15 April 2026, 17:13:26","Unknown","Yes","15 April 2026, 18:04:47"
"systems-SR-CY0JQPYPVG-ac07750a97d3","nm327.local","192.168.0.163","Updated","02 June 2026, 11:03:45","On","Yes","Online"
"systems’s MacBook Air (2)-3ca6f64347c3","nm1201.local","192.168.110.25","Updated","02 June 2026, 11:10:49","On","Yes","Online"
"systems’s MacBook Air (2)-685edd0975f1","nm346.local","10.10.30.211","Updated","02 June 2026, 10:07:45","On","Yes","Online"
"systems’s MacBook Air (2)-a09a8e928511","nm339.local","2409:40f2:4b:7683:411b:4f4a:8234:b295","Updated","02 June 2026, 11:02:52","On","Yes","Online"
"systems’s MacBook Air (3)-a09a8e4a83a4","nm335.local","172.16.20.97","Updated","02 June 2026, 11:11:15","On","Yes","Online"
"systems’s MacBook Air-10bd3a6ad13b","num-072.local","10.10.30.21","Updated","02 June 2026, 11:09:38","On","Yes","Online"
"systems’s MacBook Air-1c9180cfd1ec","nl1087.local","192.168.114.24","Updated","02 June 2026, 12:03:21","On","Yes","Online"
"systems’s MacBook Air-3ca6f63738a2","nm274.local","172.31.99.96","Updated","02 June 2026, 12:05:42","On","Yes","Online"
"systems’s MacBook Air-4c9ff1d619e8","nm105.local","192.168.1.5","Updated","02 June 2026, 10:05:03","On","Yes","Online"
"systems’s MacBook Air-685edd03dfcd","nm345.local","10.10.30.41","Updated","02 June 2026, 12:09:05","On","Yes","Online"
"systems’s MacBook Air-685edd644abe","nm349.local","192.168.115.9","Updated","02 June 2026, 12:05:45","On","Yes","Online"
"systems’s MacBook Air-685edd91c421","systemss-macbook-air.local","10.10.30.113","Updated","02 June 2026, 11:10:59","On","Yes","Online"
"systems’s MacBook Air-685edd93fab1","nm350.local","192.168.29.197","Updated","02 June 2026, 11:09:40","On","Yes","Online"
"systems’s MacBook Air-80657cc6e925","systemss-macbook-air.local","192.168.46.149","Unknown","26 March 2026, 09:39:53","Unknown","Yes","26 March 2026, 16:10:37"
"systems’s MacBook Air-80657cc90ef6","nm024.local","172.16.20.76","Updated","02 June 2026, 11:08:50","On","Yes","Online"
"systems’s MacBook Air-80657cc94e86","systemss-macbook-air.local","192.168.114.10","Unknown","29 May 2026, 18:05:50","Unknown","Yes","29 May 2026, 19:35:33"
"systems’s MacBook Air-80657cca236a","nm015.local","172.16.20.247","Updated","02 June 2026, 11:03:41","On","Yes","Online"
"systems’s MacBook Air-80657cd067ed","nm050.local","192.168.29.74","Updated","01 June 2026, 16:04:35","On","Yes","Online"
"systems’s MacBook Air-a09a8e3f95d0","nm334.local","192.168.13.148","Updated","02 June 2026, 10:04:26","On","Yes","Online"
"systems’s MacBook Air-a09a8e405739","nm333.local","192.168.46.238","Updated","02 June 2026, 11:09:43","On","Yes","Online"
"systems’s MacBook Air-a09a8e49b1c9","nm332.local","172.16.20.98","Updated","02 June 2026, 12:08:52","On","Yes","Online"
"systems’s MacBook Air-a09a8e4cc9e4","nm348.local","172.16.20.201","Updated","02 June 2026, 12:06:29","On","Yes","Online"
"systems’s MacBook Air-c0956d1eac20","systemss-macbook-air.local","192.168.114.83","Unknown","20 May 2026, 00:06:55","Unknown","Yes","20 May 2026, 11:59:57"
"systems’s MacBook Air-c0956d1f12d1","nm266.local","192.168.17.68","Updated","02 June 2026, 11:07:44","On","Yes","Online"
"systems’s MacBook Air-c0956d1f4acf","nm267.local","2409:40f4:4116:e488:5841:5b60:a2f5:1e6","Updated","02 June 2026, 00:06:20","Unknown","Yes","02 June 2026, 03:14:20"
"systems’s MacBook Air-c0956d21429c","nm201.local","192.168.17.108","Updated","02 June 2026, 12:03:34","On","Yes","Online"
"systems’s MacBook Air-c0956d21e227","nm156.local","192.168.1.2","Updated","02 June 2026, 11:10:28","On","Yes","Online"
"systems’s MacBook Air-c0956d21e3e8","nm292.local","192.168.46.213","Updated","02 June 2026, 12:03:37","On","Yes","Online"
"systems’s MacBook Air-c0956d228497","nm231.local","172.31.98.117","Updated","02 June 2026, 11:05:52","On","Yes","Online"
"systems’s MacBook Air-c0c7dbe09d43","nm374.local","10.10.30.185","Updated","02 June 2026, 11:04:14","On","Yes","Online"
"systems’s MacBook Air-c0c7dbe103f6","nm373.local","192.168.68.105","Updated","02 June 2026, 11:06:51","On","Yes","Online"
"systems’s MacBook Air-c0c7dbe120b6","nm376.local","172.16.20.169","Unknown","26 May 2026, 17:35:03","Unknown","Yes","26 May 2026, 18:50:36"
"systems’s MacBook Air-c0c7dbe1297b","nm375.local","10.10.30.160","Outdated (Signatures)","26 May 2026, 17:35:35","On","Yes","Online"
"systems’s MacBook Air-d0880c73ae7d","nm120.local","192.168.1.4","Unknown","29 May 2026, 18:02:35","Unknown","Yes","02 June 2026, 11:44:28"
"systems’s MacBook Air-d0880c764a49","nm102.local","192.168.13.155","Updated","02 June 2026, 11:08:18","On","Yes","Online"
"systems’s MacBook Air-d0880c7cbc35","nm-122.local","192.168.255.42","Updated","02 June 2026, 11:07:16","On","Yes","Online"
"systems’s MacBook Air-d45763e5506b","nl1297.local","192.168.29.37","Updated","02 June 2026, 11:02:06","On","Yes","Online"
"systems’s MacBook Air-dc9396071b6a","nm363.local","192.168.115.20","Updated","02 June 2026, 11:20:04","On","Yes","Online"
"systems’s MacBook Air-dc93960f6608","nm367.local","192.168.1.9","Updated","02 June 2026, 11:09:56","On","Yes","Online"
"systems’s MacBook Air-dc93960f79ef","num-366.local","192.168.1.9","Updated","02 June 2026, 10:10:26","On","Yes","Online"
"systems’s MacBook Air-dc93960fe4f4","nm-360.local","192.168.68.103","Updated","02 June 2026, 11:03:26","On","Yes","Online"
"systems’s MacBook Air-dc939610187f","nm356.local","192.168.1.3","Updated","02 June 2026, 12:08:33","On","Yes","Online"
"systems’s MacBook Air-dc9396118beb","nm352.local","192.168.115.13","Updated","02 June 2026, 11:04:28","On","Yes","Online"
"systems’s MacBook Air-fcb2146c20f9","nm372.local","192.168.1.9","Unknown","24 May 2026, 23:21:44","Unknown","Yes","02 June 2026, 09:35:26"
"systems’s MacBook Air-fcb2146ff195","nm371.local","192.168.1.11","Updated","02 June 2026, 11:11:40","Unknown","Yes","02 June 2026, 11:35:28"
"systems’s MacBook Air-fcb21481bca5","malafaia-macbook-air.local","192.168.0.8","Updated","02 June 2026, 02:39:31","On","Yes","Online"
"systems’s MacBook Pro (2)-9c3e5387e275","num-092.local","192.168.0.103","Updated","02 June 2026, 11:07:50","On","Yes","Online"
"systems’s MacBook Pro-3c063054297e","num-039.local","192.168.1.9","Updated","02 June 2026, 12:01:59","On","Yes","Online"
"systems’s MacBook Pro-5c9ba693615f","systemss-macbook-pro.local","172.31.98.86","Unknown","26 May 2026, 11:09:49","Unknown","Yes","26 May 2026, 16:22:35"
"systems’s MacBook Pro-ac077506f12c","nm328.local","192.168.1.6","Updated","02 June 2026, 11:30:43","On","Yes","Online"
"systems’s MacBook Pro-b0be836dae76","num-077.local","192.168.1.13","Outdated (Product)","02 June 2026, 00:14:10","On","Yes","Online"
"systems’s MacBook Pro-bcd07464d240","num-008.local","192.168.1.69","Updated","01 June 2026, 22:04:26","Unknown","Yes","02 June 2026, 01:47:19"
"unbxd-3c0630f2ea49","num-085.local","192.168.31.35","Updated","02 June 2026, 12:09:19","On","Yes","Online"
"unbxd-manish-a4cf996e464f","num-061.local","192.168.0.201","Unknown","07 April 2026, 12:08:59","Unknown","Yes","07 April 2026, 13:09:08"
"unbxd’s MacBook Air (2)-d0880c73ed56","num-053.local","192.168.10.134","Updated","02 June 2026, 07:08:36","On","Yes","Online"
"unbxd’s MacBook Air (4)-10bd3a6c61df","unbxds-macbook-air-6.local","192.168.1.3","Updated","02 June 2026, 10:13:42","On","Yes","Online"
"unbxd’s MacBook Air (5)-d0880c8bc739","num-084.local","192.168.0.3","Updated","02 June 2026, 10:10:04","On","Yes","Online"
"unbxd’s MacBook Air-10b58852cd20","num-062.local","192.168.1.3","Updated","02 June 2026, 11:05:25","On","Yes","Online"
"unbxd’s MacBook Air-10b588557d45","num-052.local","192.168.1.12","Updated","02 June 2026, 07:05:08","Unknown","Yes","02 June 2026, 09:19:26"
"unbxd’s MacBook Air-10b5886025c0","num-003.local","192.168.1.6","Updated","02 June 2026, 12:05:52","On","Yes","Online"
"unbxd’s MacBook Air-80657ccaaed2","num-087.local","192.168.10.130","Updated","02 June 2026, 10:05:39","On","Yes","Online"
"unbxd’s MacBook Air-d0880c71ded3","num-067.local","192.168.1.166","Unknown","18 February 2026, 12:03:38","Unknown","Yes","18 February 2026, 13:12:20"
"unbxd’s MacBook Air-d0880c7599ac","num-090.local","192.168.0.110","Updated","02 June 2026, 11:40:14","On","Yes","Online"
"unbxd’s MacBook Air-d0880c80e44a","num-064.local","2409:40f2:128:f1a7:ace3:120f:6a62:739","Updated","02 June 2026, 03:04:28","Unknown","Yes","02 June 2026, 11:33:28"
"unbxd’s MacBook Air-d0880c88b8b6","num-080.local","192.168.0.12","Updated","02 June 2026, 10:03:17","On","Yes","Online"
"unbxd’s MacBook Pro","num-060.local","10.10.30.240","Updated","N/A","Unknown","Yes","17 December 2025, 17:02:40"
"unbxd’s MacBook Pro","unbxds-macbook-pro.local","10.10.30.20","Unknown","03 February 2026, 17:04:27","Unknown","Yes","04 February 2026, 09:51:27"
"unbxd’s MacBook Pro (10)-b0be8347f8b4","unbxds-macbook-pro-63.local","10.10.30.69","Updated","02 June 2026, 12:04:35","On","Yes","Online"
"unbxd’s MacBook Pro (103)-3c063057d4c7","num-088.local","172.16.20.161","Updated","02 June 2026, 11:02:02","On","Yes","Online"
"unbxd’s MacBook Pro (108)-9c3e53928eaa","num-075.local","192.168.1.4","Updated","02 June 2026, 11:02:03","On","Yes","Online"
"unbxd’s MacBook Pro (2)-6c7e67cebb0f","num-024.local","192.168.1.9","Updated","02 June 2026, 12:11:15","On","Yes","Online"
"unbxd’s MacBook Pro (3)-842f572d7566","num-089.local","192.168.68.110","Updated","02 June 2026, 10:03:32","On","Yes","Online"
"unbxd’s MacBook Pro (45)-c889f3b3de2d","num-076.local","192.168.1.5","Updated","02 June 2026, 11:35:37","On","Yes","Online"
"unbxd’s MacBook Pro (5)-3c063059341f","num-058.local","10.10.30.92","Updated","02 June 2026, 10:04:58","On","Yes","Online"
"unbxd’s MacBook Pro (6)-a4cf997400a7","num-055.local","192.168.0.104","Updated","02 June 2026, 10:47:41","On","Yes","Online"
"unbxd’s MacBook Pro (7)-3c063054c775","num-086.local","192.168.1.2","Unknown","14 May 2026, 17:08:49","Unknown","Yes","14 May 2026, 19:10:22"
"unbxd’s MacBook Pro (9)-80a99741f0ee","nul-026.local","192.168.1.41","Updated","02 June 2026, 11:10:57","On","Yes","Online"
"unbxd’s MacBook Pro-3c06302fed92","num-081.local","192.168.1.6","Updated","02 June 2026, 12:02:52","On","Yes","Online"
"unbxd’s MacBook Pro-3c063055886c","num-031.local","192.168.1.2","Unknown","08 April 2026, 13:04:22","Unknown","Yes","08 April 2026, 17:26:25"
"unbxd’s MacBook Pro-88665a4db50c","num-004.local","10.89.112.86","Updated","02 June 2026, 12:09:24","On","Yes","Online"
"unbxd’s MacBook Pro-8c8590b2dd43","num-091.local","2409:40f2:1019:1e27:50fd:8268:23d3:328d","Updated","02 June 2026, 12:11:15","On","Yes","Online"
"unbxd’s MacBook Pro-a483e763da95","num-066.local","172.16.20.254","Unknown","25 May 2026, 13:06:40","Unknown","Yes","25 May 2026, 15:51:21"
"unbxd’s MacBook Pro-b0be835f5257","num-083.local","10.207.89.249","Updated","02 June 2026, 11:10:04","On","Yes","Online"
"DESKTOP-E5TFQK1","desktop-e5tfqk1","192.168.1.7","Unknown","27 January 2026, 12:13:26","Unknown","Yes","27 January 2026, 13:32:50"
"NCBACKUP-b026285cd9d8","ncbackup","192.168.2.100","Updated","02 June 2026, 12:39:37","On","Yes","Online"
"NDW0274-202351f4bde5","ndw0274","192.168.2.174","Updated","02 June 2026, 09:51:33","On","Yes","Online"
"NDW0717","ndw0717","192.168.7.17","Unknown","31 December 2025, 10:35:48","Unknown","Yes","31 December 2025, 15:52:48"
"NDW1261-b42e99232ec4","ndw1261.netcore.co.in","192.168.12.61","Updated","02 June 2026, 10:20:19","On","Yes","Online"
"NDW1403-408d5cafe20b","ndw1403","192.168.14.3","Updated","02 June 2026, 10:32:19","On","Yes","Online"
"NL0311-bc6ee22dfda7","nl0311","192.168.1.9","Updated","02 June 2026, 12:33:42","On","Yes","Online"
"NL1009-a4423b271bbd","nl1009.netcore.co.in","192.168.110.17","Updated","01 June 2026, 18:27:37","Unknown","Yes","01 June 2026, 19:20:13"
"NL1022-502f9bc2a2cc","nl1022.netcore.co.in","2402:3a80:74a:cd65:39e0:ed39:1e52:e345","Updated","02 June 2026, 09:59:10","On","Yes","Online"
"NL1031-ac82472eab3a","nl1031.netcore.co.in","192.168.108.236","Unknown","08 April 2026, 15:29:55","Unknown","Yes","08 April 2026, 16:15:24"
"NL1134","nl1134.netcore.co.in","192.168.13.7","Unknown","11 February 2026, 12:30:25","Unknown","Yes","11 February 2026, 13:05:38"
"NL1156-5c61993152eb","nl1156.netcore.co.in","192.168.1.33","Unknown","31 May 2026, 19:55:13","Unknown","Yes","31 May 2026, 20:32:03"
"NL1165-900f0ce74e7d","nl1165.netcore.co.in","192.168.210.5","Updated","02 June 2026, 10:09:43","On","Yes","Online"
"NL1167-70cd0d4acec3","nl1167.netcore.co.in","192.168.17.52","Updated","02 June 2026, 10:43:55","On","Yes","Online"
"NL1168-900f0ce6de2d","nl1168.netcore.co.in","192.168.113.195","Unknown","17 March 2026, 10:06:38","Unknown","Yes","17 March 2026, 11:56:08"
"NL1195-900f0ce6bc29","nl1195.netcore.co.in","192.168.19.13","Updated","02 June 2026, 11:00:18","On","Yes","Online"
"NL1198-cc6b1e5bec77","nl1198","10.250.105.19","Updated","02 June 2026, 12:31:43","On","Yes","Online"
"NL1207-900f0ce6de11","nl1207.netcore.co.in","192.168.5.60","Unknown","29 May 2026, 12:47:34","Unknown","Yes","29 May 2026, 13:38:30"
"NL1220-900f0ce76567","nl1220","172.20.10.13","Unknown","27 April 2026, 16:59:52","Unknown","Yes","27 April 2026, 18:04:00"
"NL1239-cc153134308c","nl1239","192.168.13.115","Updated","N/A","Unknown","Yes","16 April 2026, 20:29:08"
"NL1246-cc153130a895","nl1246.netcore.co.in","192.168.112.7","Updated","02 June 2026, 10:28:18","On","Yes","Online"
"NL1258","nl1258","192.168.1.6","Unknown","27 January 2026, 08:29:09","Unknown","Yes","27 January 2026, 15:49:14"
"NL1264-2c6dc104b2da","nl1264.netcore.co.in","192.168.111.93","Updated","02 June 2026, 10:14:19","On","Yes","Online"
"NL1276-60dd8eb4ce36","nl1276","192.168.1.33","Updated","02 June 2026, 10:05:55","On","Yes","Online"
"NL1282-4c77cb6d5d53","nl1282.netcore.co.in","192.168.110.131","Updated","02 June 2026, 11:27:36","On","Yes","Online"
"NL1298-d45763dbd86c","nl1298.local","192.168.17.19","Updated","01 June 2026, 13:01:53","On","Yes","Online"
"NL1301-2c6dc14c73b3","nl1301","192.168.1.43","Updated","02 June 2026, 10:53:10","On","Yes","Online"
"NL1309-7c70db2f7ca9","nl1309.netcore.co.in","2409:40c0:27:bb5f:c52c:6006:c2d:7e12","Unknown","31 May 2026, 11:15:50","Unknown","Yes","31 May 2026, 14:19:01"
"NL1325-8cb87e15f374","nl1325.netcore.co.in","192.168.17.24","Updated","02 June 2026, 11:55:26","On","Yes","Online"
"NL1346-60a5e25d47c4","nl1346","192.168.65.34","Unknown","13 April 2026, 12:29:08","Unknown","Yes","14 April 2026, 09:18:09"
"NL1352","nl1352.netcore.co.in","172.20.10.2","Updated","N/A","Unknown","Yes","21 January 2026, 18:15:22"
"NL1353-cc1531cedce5","nl1353.netcore.co.in","192.168.112.8","Updated","01 June 2026, 15:25:04","Unknown","Yes","01 June 2026, 18:33:13"
"NL1377-70cd0d4ace2d","nl1377.netcore.co.in","192.168.1.104","Updated","02 June 2026, 10:50:27","On","Yes","Online"
"NL1378-60e32bec88f8","nl1378","192.168.0.176","Updated","02 June 2026, 10:23:07","On","Yes","Online"
"NL1379-60e32bec88d5","nl1379.netcore.co.in","192.168.116.71","Updated","02 June 2026, 10:02:25","On","Yes","Online"
"NL1382","nl1382","172.16.20.179","Unknown","23 December 2025, 15:44:25","Unknown","Yes","29 January 2026, 13:14:47"
"NL1397-88d82e2177d5","nl1397.netcore.co.in","192.168.0.7","Updated","02 June 2026, 10:57:24","On","Yes","Online"
"NL668-485f995e6959","nl668.netcore.co.in","192.168.19.3","Updated","02 June 2026, 08:57:27","Unknown","Yes","02 June 2026, 09:36:26"
"NL767-c0b883bd49d5","nl767","192.168.19.9","Updated","02 June 2026, 10:42:57","On","Yes","Online"
"NL769-98af652837d7","nl769.netcore.co.in","192.168.116.4","Updated","02 June 2026, 09:52:38","On","Yes","Online"
"NL772-c0b883adbbd2","nl772.netcore.co.in","192.168.4.153","Updated","02 June 2026, 10:31:10","On","Yes","Online"
"NL775-c0b883adb3b2","nl775.netcore.co.in","192.168.110.48","Updated","02 June 2026, 11:08:48","On","Yes","Online"
"NL826-f8ac65b849d0","nl826.netcore.co.in","192.168.116.1","Updated","02 June 2026, 12:03:57","On","Yes","Online"
"NL855-94e70bc5d7c6","nl855.netcore.co.in","192.168.19.65","Updated","01 June 2026, 18:52:19","Unknown","Yes","01 June 2026, 19:51:14"
"NL890-dc1ba18957f1","nl890.netcore.co.in","192.168.19.11","Updated","02 June 2026, 10:44:57","On","Yes","Online"
"NL892-ccd9ace30f3a","nl892","192.168.1.4","Updated","02 June 2026, 00:27:07","Unknown","Yes","02 June 2026, 02:47:20"
"NL988-e02be9438366","nl988.netcore.co.in","192.168.13.26","Updated","02 June 2026, 10:53:19","On","Yes","Online"
"NL997-e02be943750b","nl997.netcore.co.in","192.168.113.251","Updated","02 June 2026, 10:19:02","On","Yes","Online"
"NL999-841b77cdf2df","nl999.netcore.co.in","192.168.19.40","Updated","01 June 2026, 15:23:45","Unknown","Yes","01 June 2026, 17:18:12"
"RAJESH-LAPTOP-70cd0d7d5721","rajesh-laptop","10.16.30.138","Unknown","09 April 2026, 12:35:02","Unknown","Yes","09 April 2026, 15:01:42"
"SAPSERVER-801844eb6018","sapserver","192.168.2.5","Updated","02 June 2026, 10:46:30","On","Yes","Online"
"systems’s MacBook Air-d45763e3e96e","nl1300.local","192.168.22.27","Updated","02 June 2026, 11:06:14","On","Yes","Online"
"NL1026-502f9b7d8dbd","nl1026.netcore.co.in","192.168.108.227","Updated","02 June 2026, 10:29:38","On","Yes","Online"
"NL1068-646ee0a46ff5","nl1068.netcore.co.in","192.168.1.8","Unknown","29 April 2026, 22:59:12","Unknown","Yes","15 May 2026, 16:12:37"
"NL1112-900f0c1a1e3b","nl1112","192.168.1.211","Updated","02 June 2026, 12:55:23","On","Yes","Online"
"NL1136-a497b16af1e1","nl1136","192.168.112.51","Outdated (Signatures)","02 June 2026, 12:56:02","On","Yes","Online"
"NL1234","nl1234","192.168.24.104","Unknown","21 December 2025, 06:58:27","Unknown","Yes","31 December 2025, 10:49:56"
"NL1265-2c6dc104b31b","nl1265.netcore.co.in","192.168.112.81","Updated","02 June 2026, 11:28:31","On","Yes","Online"
"NL1289-60e32bbf5b4e","nl1289.netcore.co.in","192.168.65.33","Updated","02 June 2026, 11:04:42","On","Yes","Online"
"NL1317","nl1317","192.168.1.3","Unknown","27 January 2026, 12:24:20","Unknown","Yes","27 January 2026, 13:36:13"
"NL1351-f446374f9183","nl1351.netcore.co.in","192.168.110.205","Updated","02 June 2026, 02:54:06","Unknown","Yes","02 June 2026, 11:09:28"
"NL708-4074e0040af1","nl708.netcore.co.in","192.168.107.210","Unknown","19 March 2026, 07:20:20","Unknown","Yes","19 March 2026, 08:00:54"
"NL802-c858c0803874","nl802.netcore.co.in","2402:3a80:680:e54e:6cc6:ef1e:678f:db9d","Updated","02 June 2026, 03:22:24","Unknown","Yes","02 June 2026, 05:43:22"
"NL815-f8ac65b60530","nl815.netcore.co.in","192.168.0.112","Updated","02 June 2026, 12:46:24","On","Yes","Online"
"NL839-c858c074ed34","nl839.netcore.co.in","192.168.113.48","Updated","02 June 2026, 10:02:18","On","Yes","Online"
"NL857-94e70bc5d9f1","nl857.netcore.co.in","192.168.113.77","Updated","02 June 2026, 10:17:03","On","Yes","Online"
"NL901-94e70bc5d8d4","nl901.netcore.co.in","192.168.113.245","Updated","02 June 2026, 10:07:55","On","Yes","Online"
"NL919-f8ac65b560cb","nl919.netcore.co.in","192.168.113.240","Updated","02 June 2026, 12:43:34","On","Yes","Online"
"NL990-e02be9437506","nl990.netcore.co.in","192.168.24.131","Unknown","29 May 2026, 16:12:55","Unknown","Yes","29 May 2026, 21:05:34"
"NLB046-ec5c68e2e5df","nlb046.netcore.co.in","192.168.19.21","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"Omkar’s MacBook Air","nm351.local","192.168.115.12","Unknown","02 February 2026, 15:14:28","Unknown","Yes","02 February 2026, 15:36:09"
"localhost.localdomain-7071bcb0bc86","localhost","192.168.2.8","Updated","02 June 2026, 12:28:13","On","Yes","Online"
"Abhigyan-183eefe317ed","abhigyan.local","192.168.1.6","Updated","02 June 2026, 11:02:32","On","Yes","Online"
"BHAVANA-68545a9da04e","bhavana","192.168.1.7","Updated","02 June 2026, 07:52:57","Unknown","Yes","02 June 2026, 12:23:28"
"JUSTINE’s MacBook Air-10b5885020b6","justines-macbook-air.local","10.232.116.148","Updated","02 June 2026, 12:37:44","On","Yes","Online"
"NDW1222-408d5c3b3708","ndw1222","192.168.12.22","Updated","02 June 2026, 09:53:43","On","Yes","Online"
"NL1002","nl1002","192.168.17.57","Unknown","03 February 2026, 20:12:28","Unknown","Yes","03 February 2026, 21:11:31"
"NL1003-e02be94aa790","nl1003.netcore.co.in","192.168.116.50","Updated","02 June 2026, 10:16:52","On","Yes","Online"
"NL1014-ac82472f5bac","nl1014.netcore.co.in","192.168.17.30","Updated","02 June 2026, 11:37:42","On","Yes","Online"
"NL1016-502f9b7cfda8","nl1016","192.168.1.72","Updated","02 June 2026, 11:31:34","On","Yes","Online"
